Cote,Titre,Auteur,Editeur,Lieu,Annee,Nb pages,Matière,Inventaire
37.015.6/04,Le financement de l'enseignement primaire et les objectifs fondamentaux de l'école : rapport général,NOAH Harold J. SHERMAN Joel D,Ocde,Paris,1979,80,Economie de l'éducation : enseignement primaire,FSR_21510
37.015/02,Sociologie de l'éducation : textes fondamentaux,GRAS Alain,Larousse,Paris,1974,382,Sociologie de l'éducation,FSR_7653
37.015/03,Pédagogie progressiste : éducation traditionnelle et éducation nouvelle,SNYDERS Georges,Puf,Paris,1975,272,Education : pédagogie moderne,FSR_6342
37.015/04,Introduction à la pédagogie,MIALARET Gaston,Puf,Paris,1977,200,Education : pédagogie,FSR_5917
37.015/05,Traité des sciences pédagogiques. t1 : introduction,DEBESSE Maurice. MIALARET Gaston (s/s.dir),Puf,Paris,1969,206,Education: pédagogie,FSR_5999
37.015/06,Traité des sciences pédagogiques. t2 : histoire de la pédagogie,DEBESSE Maurice. MIALARET Gaston (s/s.dir),Puf,Paris,1971,536,Education: pédagogie,FSR_6000
37.015/07,Traité des sciences pédagogiques. t3 : pédagogie comparée,DEBESSE Maurice. MIALARET Gaston (s/s.dir),Puf,Paris,1972,441,Différentes disciplines de la pédagogie,FSR_6001
37.015/08,Traité des sciences pédagogiques. t5: psychologie de l'éducation,DEBESSE Maurice. MIALARET Gaston (s/s.dir),Puf,Paris,1974,251,Education: psychologie de l'éducation,FSR_6002
37.015/09,Traité des sciences pédagogiques. t5: psychologie pédagogique,DEBESSE Maurice. MIALARET Gaston (s/s.dir),Puf,Paris,1974,386,Education: psychopédagogie,FSR_6003
37.015/10,Traité des sciences pédagogiques. t6 : aspects sociaux de l'éducation,DEBESSE Maurice. MIALARET Gaston (s/s.dir),Puf,Paris,1974,438,Education: psychologie de l'éducation. sociologie de l'éducation,FSR_6004
37.015/11,Traité des sciences pédagogiques. t7: fonction et formation des enseignants,DEBESSE Maurice. MIALARET Gaston (s/s.dir),Puf,Paris,1978,454,Education: formation des enseignants,FSR_6005
37.015/12,Traité des sciences pédagogiques. t8: éducation permanente et animation socioculturelle,DEBESSE Maurice. MIALARET Gaston (s/s.dir),Puf,Paris,1978,452,Education: éducation permanente,FSR_6006
37.015/13,L'école et le social : de la maternelle à l'université,HERNE Claude,De Boeck,Bruxelles,1973,203,Education: approche sociologique et psychologique des problèmes sc,FSR_7622
37.015/14,Plaidoyer pour les apprentissages précoces: stratégies éducatives pour la réalisation des potentialités humaines,COHEN Rachel,Puf,Paris,1982,308,Education: apprentissages précoces,FSR_13598
37.015/16,Vers une pédagogie interculturelle,ABDALLAH-PRETCEILLE M,Inpp,Paris,1986,238,Education pédagogique interculturelle,FSR_18293
37.015/17,La dissertation pédagogique par l'exemple,JOSEPH-GABRIEL Maurice,Classiques Roudil,Paris,1985,472,Education: formation pédagogique,FSR_19080
37.015/18,Les objectifs pédagogiques : en formation initiale et en formation continue,HAMELINE Daniel,Esf,Paris,1979,202,Education: pédagogie par objectifs,FSR_19099
37.015/19,L'enfant dans la cité,CORMON Veronique,Nathan,Paris,1989,80,Education: école maternelle - activités pédagogiques: affiche publ,FSR_21750
37.015/20,La pédagogie devant le progrès technique,CANONGE Fernand. DUCEL René,Puf,Paris,1969,224,Education: pédagogie et progrès technique,FSR_21986
37.015/21,Pédagogie de la communication dans l'enseignement d'une langue étrangère,BOUCHER Anne-Marie. DUPLANTIE Monique. LEBLAN Raymond,De Boeck/Wesimael,Bruxelles,1988,184,Education: pédagogie de la communication - enseignement de langue,FSR_21748
37.015/22,Apprentissage de la lecture et méthode feuilleton,BEAUME Edmond,Retz,Paris,1989,160,Education : pédagogie de la lecture,FSR_21746
37.015/23,Pour une pédagogie scientifique du français,ROMIAN Hélène,Puf,Paris,1979,256,Education : pédagogie du français,FSR_21674
37.015/24,Linguistique textuelle et enseignement du français,RÜCK Heribert,Hatier,Paris,1980,90,Education : enseignement de la langue française,FSR_14162
37.015/25,Pour un enseignement interactif des langues étrangères,SCHIFFLER Ludger,Hatier,Paris,1984,145,Education : enseignement  des langues étrangères,FSR_14160
37.015/26,Une approche communicative de l'enseignement des langues,WIDDOWSON H. G,Hatier,Paris,1981,191,Education : enseignement des langues - communication,FSR_14159
37.015/27,Littérature et classe de la langue : français langue étrangère,  ,Hatier,Paris,1982,239,Education : enseignement de la langues étrangère : français,FSR_14161
37.015/28,Analyse sociolinguistique de la communication et dialectique : application à un cours de langue : de vive voix,GSCHWIND-HOLTZER Gisele,Hatier,Paris,1981,122,Education : enseignement des langues - communication,FSR_14158
37.015/29,Littérature et communication en classe de langue : une initiation à l'analyse du discours littéraire,PAPO E. BOURGAIN D,Hatier,Paris,1989,160,Education : enseignement des langues : littérature - communication,FSR_21621
37.015/30,Culture et éducation en langue étrangère,BYRAM Michael,Didier,Paris,1992,224,Education : enseignement des langues étrangères,FSR_25169
37.015/31,Littérature et communication en classe de langue : une initiation à l'analyse du discours littéraire,PAPO Eliane. BOURGAIN Dominique,Hatier,Paris,1989,160,Education : enseignement des langues - communication,FSR_22999
37.015/32,Vers la compétence de communication,HYMES Dell H,Hatier,Paris,1984,224,Education : enseignement des langues - communication,FSR_16821
37.015/33,Langage et communications sociales,BACHMANN Christian. LINDENFELD Jacqueline. SIMONIN Jacky,Hatier,Paris,1981,223,Education : enseignement des langues - communication,FSR_14163
37.015/34,Linguistique et enseignement des langues,  ,Pul,Pris,     ,330,Education : enseignement des langues,FSR_9259
37.015/35,Guide pour la recherche des idées dans les compositions française et les études littéraires,BENAC Henri,Hachette,Paris,1974,431,Education : méthodes d'enseignement - littérature,FSR_6637
37.015/36,Analyses de discours : lecture et expression,BEACCO Jean-Claude. DAROT Mireille,Hachette,Paris,1984,178,Education : méthodes d'enseignement - analyses de textes,FSR_15752
37.015/37,La contraction et la synthèse de textes,MOREAU Jean A,Nathan,Paris,1977,160,Education : méthodes d'enseignement - contraction - synthèse,FSR_22773
37.015/38,"Théories grammaticales, descriptions et enseignement des langues",ROULET Eddy,Nathan/Labor,"Paris, Bruxelle",1978,125,Education : enseignement des langues - grammaire,FSR_19504
37.015/39,L'atelier d'écriture : éléments pour la rédaction du texte littéraire,ROCHE Anne. GUIGUET Andrée. VOLTZ Nicole,Bordas,Paris,1989,144,Education - méthodes d'enseignement : écriture,FSR_20023
37.015/40,Expression communication,VANOYE Francis,A. Colin,Paris,1973,242,Education - méthodes d'enseignement : techniques d'expression -,FSR_19495
37.017.91/03,Technologie éducative et histoire,POINSSAC-NIEL Josette,Puf,Paris,1975,315,Education: l'histoire de la technologie éducative,FSR_7523
37.017/01,Thesaurus de l'éducation. Unesco: ,BIE,Unesco,Paris,1979,319,Education: indexage et recherche documentaire,FSR_7465
37.017/O2,"Education et pédagogie chez Don Bosco : colloque interuniversitaire, Lyon, 4-7 avril 1988",  ,Fleurus,Paris,1989,352,Education : pensée éducative de jean bosco (1815-1888),FSR_22843
37.018.1/01,Etre parent aujourd'hui,BERGE André (s/s dir),Privat,Toulouse,1977,232,Education: famille et éducation familiale,FSR_14324
37.018.1/02,Abrégé de l'éducation à domicile de l'enfant infirme moteur cérébral,FINNIE  Nancie,Masson,Paris,1979,308,L'éducation en famille,FSR_6060
37.018.48/01,Education et réeducation,DIEL Paul,Payot,Paris,1976,320,Education : rééducation,FSR_22289
37.018.5/01,La mise en place d'une institution d'enseignement par correspondance,ERDOS Renée,Unesco,Paris,1976,61,Education: enseignement par correspondance,FSR_12107
37.01/01,Initiation aux sciences de l'éducation,CLAUSSE Arnould,George Thone,Liège,1967,180,Education,FSR_7655
37.01/02,Les sciences de l'éducation,MIALARET Gaston,Puf,Paris,1976,128,Education,FSR_1937
37.01/03,Lexique : éducation,MIALARET Gaston,Puf,Paris,1981,167,Education,FSR_7654
37.025/01,L'éducateur et l'auto-évaluation,SIMPSON Ray H,Puf,Paris,1976,136,Education : auto-évaluation du maître,FSR_21681
37.02/01,La méthode des tests en pédagogie : problèmes d'évaluation et psychométrie,BONBOIR Anna,Puf,Paris,1972,208,Psychopédagogie : évaluation et psychométrie,FSR_21680
37.043.2/01,La mixité dans l'enseignement secondaire : un faux-semblant ? ,MOSCONI Nicole,Puf,Paris,1989,288,Education: mixité d'enseignement,FSR_21171
37.043/01,Le groupement des élèves en éducation,YATES Alfred,Labor,Bruxelles,1979,208,Education: méthodes de regroupement,FSR_10400
37.04/01,L'orientation scolaire et professionnelle,REUCHLIN Maurice,Puf,Paris,1971,136,Education: orientation scolaire et professionnelle de de l'élève,FSR_1545
37.04/02,L'orientation scolaire et professionnelle,REUCHLIN Maurice,Puf,Paris,1971,136,Education: orientation scolaire et professionnelle vue de l'élève,FSR_1817
37.04/03,Une étude sur l'aptitude à la scolarité,OKON Wincenty. WILGOCKA-OKON Barbara,Unesco,Paris,1973,35,Psychopédagogie:  recherche sur l'aptitude et la scolarité,FSR_5667
37.04/04,Voulez-vous vraiment des enfants idiots ? précédé de : vos enfants ne m'intéressent plus,MASCHINO Maurice,Hachette,Paris,1984,352,Education,FSR_14522
37.04/05,L'apprentissage précoce de la lecture,COHEN Rachel,Puf,Paris,1977,240,Education: apprentissage précoce - lecture,FSR_17580
37.061/01,Les héritiers : les étudiants et la culture,BOURDIEU Pierre. PASSERON Jean-Claude,Minuit,Paris,1964,191,Sociologie de l'éducation : inégalité des chances,FSR_9622
37.064/01,Eduquer les parents : ou comment stimuler la compétence en éducation,POURTOIS J.-P,Labor,Bruxelles,1984,256,Education parentale,FSR_16390
37.064/02,"Les parents, les profs, et l'école",DEFRANCE Bernard,Syros,Paris,1990,128,"Education : relations entre parents, enseignants et école",FSR_22369
37.06/01,Relations entre enfants : recherches et interventions éducatives,DURNING Paul. TREMBLAY Richard E,Fleurus,Paris,1988,320,Psychopédagogie : relations entre élèves,FSR_22868
37.06/02,Améliorer la relation enseignants - enseignés,COUDRAY Leandre,d'Organisation,Paris,1989,160,Sociologie de l'éducation : relations  enseignant - enseigné,FSR_21717
37.15.4/05,Les étudiants et leurs études,BOURDIEU Pierre. PASSERON Jean-Claude,Mouton,Paris,1964,150,Sociologie de l'éducation,FSR_10393
37:016/01,International directory of programmed instruction : répertoire intenational d'enseignement programmé,CDEP (s/s.dir),Unesco,Paris,1973,192,Education: enseignement programmé - répertoire,FSR_238
37:016/02,"Bibliography: reports from the international conference on education,1975 = bibliographie: rapports de la conférence internationale",BIE,Unesco,Paris,1977,60,Education: bibliographie de la conférence internationale de l'éduc,FSR_5576
37/01t1,Sciences de l'éducation : pour éveiller le désir d'apprendre. t1,MAGER Robert,Bordas,Paris,1979,112,Education,FSR_11796
37/01t10,Sciences de l'éducation : la pratique du travail en groupe: une expérience de formation de l'enseignant.t10,FERRY Gilles,Bordas,Paris,1970,358,Education,FSR_11805
37/01t11,Sciences de l'éducation : l'école dans la société: psychologie des modèles éducatifs. t11,MOLLO Suzanne,Bordas,Paris,1969,308,Education,FSR_11806
37/01t12,"Sciences de l'éducation: écoles buissonnières: pédagogie, psychiatrie,, psychanalyse. t12",MICHAUD Ginette,Bordas,Paris,1978,200,Education,FSR_11807
37/01t13,Sciences de l'éducation : à l'école du groupe: heurs et malheurs d'une innovation éducative. t13,GORIN Martin,Bordas,Paris,1981,182,Education,FSR_11808
37/01t2,Sciences de l'éducation : comment définir des objectifs pédagogiques. t2,MAGER Robert,Bordas,Paris,1981,136,Education,FSR_11797
37/01t3,Sciences de l'éducation: comment programmer une séquence pédagogique. t3,POPHAM W.J. BAKER E.L,Bordas,Paris,1981,126,Education,FSR_11798
37/01t4,Sciences de l'éducation : pédagogie de groupe. t4,KAYE Barrington. IRVIN Rogers,Bordas,Paris,1975,146,Education,FSR_11799
37/01t5,Sciences de l'éducation : les groupes de rencontre. t5,ROGERS Carl,Bordas,Paris,1973,172,Education,FSR_11800
37/01t6,Sciences de l'éducation : liberté pour apprendre ? . t6,ROGERS Carl,Bordas,Paris,1976,366,Education,FSR_11801
37/01t7,Sciences de l'éducation : psychologie sociale de l'enseignement. t7: étude des comportements enseignants et problèmes de formation. t1,MORRISON Arnold. MCINTYRE D,Bordas,Paris,1976,172,Education,FSR_11802
37/01t8,Sciences de l'éducation : psychologie sociale de l'enseignement. t8: l'enseignant en situation: relation pédagogique et communication. t2,MORRISON Arnold. MCINTYRE D,Bordas,Paris,1976,204,Education,FSR_11803
37/01t9,Sciences de l'éducation : conduite et animation de la classe. t9,JOHNSON Louis,Bordas,Paris,1974,318,Education,FSR_11804
37/02,Critique des fondements de l'éducation ou généalogie du pouvoir et / ou de l'impouvoir d'un discours,BERNARD Michel,Chiron,Paris,1989,278,Education,FSR_21747
37/03,L'endoctrinement,REBOUL Olivier,Puf,Paris,1977,200,Education: endoctrinement,FSR_21981
37/04,Pluralismes et libertés d'enseignement,CRRI,Pum,Belgique,1987,92,Education: enseignement,FSR_20869
37/05,L'informatique discipline scolaire ? : le cas des lycées,BARON Georges-Louis,Puf,Paris,1982,232,Education: informatique,FSR_21619
37/06,Enseignement et mathématiques en langues africaine : expériences connues et problématique de l'enseignement du calcul,GUEGAN Dominique,Acct,Paris,1983,181,Enseignement des mathématiques en Afrique,FSR_12678
37/07,Les changements du système éducatif en France (1950-1980),CHERKAOUI Mohamed,Puf,Paris,1982,288,Système éducatif en France,FSR_10392
37/08,The philosophy of education,PETERS R. (éd),Oxford univ. Press,Oxford,1980,278,Philosophie de l'éducation,FSR_9793
37/09,Finalités de l'éducation,  ,Unesco,Paris,1981,237,Education,FSR_14658
37/10,La formation du personnel enseignant du premier et du second degré : étude comparative,GIMENO Jose Blat. MARIN IBANEZ Ricardo,Unesco,Paris,1981,275,Education : formation des enseignements,FSR_14650
37/11,Les effets de l'éducation,LOBROT Michel,Esf,Paris,1974,284,"Education, enseignement",FSR_14252
37/11ter,On ne finit pas d'apprendre : le fossé humain à combler rapport au club de Rome,BOTKIN J.W. ELMANDJRA M. MALITZA M,Pergamon,Paris,1980,179,Education : apprentissage,FSR_4459
37/12,Voies non-verbales de la relation pédagogique,PUJADE-RENAUD Claude. ZIMMERMANN Daniel,Esf,Paris,1979,118,Education : communication non-verbale,FSR_13901
37/13,De l'école,MILNER Jean-Claude,Seuil,Paris,1984,153,Education : école en France,FSR_13549
37/15,Rapport pédagogique et communication,BOURDIEU Pierre. PASSERON Jean-Claude,Mouton,Paris,1965,128,Education,FSR_10394
37/16,Financement de l'éducation dans les pays en développement : conclusions de recherche de contexte actuel,SCHIEFELBEIN Ernesto,Crdi,Ottawa,1983,168,Education: financement,FSR_12824
37/16bis,Financement de l'éducation dans les pays en développement : conclusions de recherche et contexte actuel,SCHIEFELBEIN Ernesto,Crdi,Ottawa,1983,168,Education: financement,FSR_12755
37/18,Le jardin du roi et le collège royal : dans l'enseignement des sciences au 18è siècle,LAISSUS Yves. TORLAIS Jean,Hermann,Paris,1986,342,Histoire de l'éducation,FSR_16290
