Cote,Titre,Auteur,Editeur,Lieu,Annee,Nb pages,Matière,Inventaire
37.015.6/01,اقتصاديات التعليم,"رحمة, أنطون حبيب",مطبعة خالد بن الوليد,دمشق,1988.0,310,التربية والتعليم: الإقتصاد التربوي,FSR_24675
594/04,تركيب وتصنيف الحشرات,"رزق, جورج نصر الله",مؤسسة دار الكتب,بغداد,1980.0,501,علم الحيوان,FSR_6164
594/04 مكرر,تركيب وتصنيف الحشرات,"رزق, جورج نصر الله",مؤسسة دار الكتب,بغداد,1980.0,501,علم الحشرات,FSR_6165
577.9/01,مقدمة في علم الجنين,"رزق, هاني",جامعة دمشق,دمشق,1992.0,275,بيولوجية النمو,FSR_25321
03:159.9/01,موسوعة علم النفس,"رزوق, أسعد",المؤسسة العربية للدراسات والنشر,بيروت,1977.0,380,معجم علم النفس,FSR_88
693.55/02 ج1,البيتون المسلح. الجزء الاول,"رزوق, راتب",جامعة دمشق,دمشق,1988.0,105,البناء بالبيتون المسلح,FSR_25805
964/19,الأندلسيون وهجراتهم إلى المغرب خلال القرنين 16 - 17,"رزوق, محمد",افريقيا الشرق,البيضاء,1989.0,360,تاريخ المغرب,FSR_20952
54/27,الكيمياء والميكروبيولوجيا,رستم محمود,مديرية الكتب والمطبوعات الجامعية,حلب,1989.0,344,الكيمياء,FSR_24867
930/05,مصطلح التاريخ,"رستم, أسد",منشورات المكتبة البوليسية,لبنان,1984.0,138,علم التاريخ,FSR_18799
956.93/10 ق1,بشير بين السلطان والعزيز ( 1804 - 1841),"رستم, أسد",منشورات الجامعة اللبنانية,بيروت,1966.0,108,تاريخ لبنان,FSR_21437
956.93/10 ق2,بشير بين السلطان والعزيز 1804 - 1841,"رستم, أسد",منشورات الجامعة اللبنانية,بيروت,1966.0,248,تاريخ لبنان,FSR_21438
62-82/01,الآلات الهيدروليكية,"رستم, محمد يحيى",جامعة دمشق,دمشق,1991.0,318,الآلات الهيدروليكية,FSR_26300
54/09,الكيمياء العامة,"رستم, محمود",مديرية الكتب والمطبوعات الجامعية,حلب,1990.0,328,الكيمياء,FSR_24823
54/19,الكيمياء للمهندسين,"رستم, محمود",مديرية الكتب والمطبوعات الجامعية,حلب,1991.0,523,الكيمياء,FSR_24876
54/26,الكيمياء والميكروبيولوجيا,"رستم, محمود",جامعة حلب,سوريا,1989.0,245,الكيمياء,FSR_26407
54/35,التطبيقات العملية المخبرية في الكيمياء العامة والصناعية,"رستم, محمود",جامعة حلب,حلب,1990.0,126,الكيمياء,FSR_26411
54/40,التجارب المخبرية في الكيمياء العامة والصناعية,"رستم, محمود","جامعة حلب, مديرية الكتب والمطبوعات الجامعية",حلب,1981.0,260,الكيمياء,FSR_26412
614.715/01,حماية البيئة,"رستم, محمود",جامعة حلب,سوريا,1990.0,542,تلوث البيئة,FSR_25836
614.715/04,حماية البيئة : الجزء العلمي,"رستم, محمود",جامعة حلب,سوريا,1990.0,335,تلوث البيئة,FSR_25894
66/24,الكيمياء الصناعية,"رستم, محمود",جامعة حلب,حلب,1981.0,342,الصناعات الكيميائية,FSR_26410
101.9/01,فلسفة هيجل : المنطق وفلسفة الطبيعة,"رستيس, ولتر",دار التنوير,بيروت,1982.0,324,شخصيات فلسفية,FSR_10294
19/10 ج1,تاريخ الفلسفة الغربية. الكتاب الأول: الفلسفة القديمة,"رسل, برتراند",لجنة التأليف والترجمة والنشر,القاهرة,1978.0,434,تاريخ الفلسفة الأروبية,FSR_7862
19/10 ج2,تاريخ الفلسفة الغربية. الكتاب الثاني: الفلسفة الكاثوليكية,"رسل, برتراند",لجنة التأليف والترجمة والنشر,القاهرة,1968.0,332,تاريخ الفلسفة الأوربية,FSR_7863
352.07_64/03,التنظيم الجماعي الجديد - دراسة تحليلية مقارنة,"رسلان, أنور أحمد",دار الثقافة,الدار البيضاء,1977.0,248,الادارة المحلية,FSR_1043
624.014/04,حساب عناصر الإنشاءات الفولاذية,"رسلان, رامز",جامعة دمشق,دمشق,1987.0,161,البناء المعدني,FSR_25787
624.014/08,المنشآت المعدنية: تصميم المنشآت الفولاذية,"رسلان, رامز",جامعة دمشق,دمشق,1992.0,142,البناء المعدني,FSR_25761
911/09,حغرافية الصناعة,"رسول, أحمد حبيب",دارالنهضة العربية,بيروت,1985.0,398,الجغرافيةالعامة,FSR_15195
82-23/02,نظرية الدراما من أرسطو إلى الآن,"رشدي, رشاد",دار العودة,بيروت,1975.0,221,الدراما,FSR_10427
82-23/02 مكرر,نظرية الدراما من أرسطو إلى الآن,"رشدي, رشاد",دار العودة,بيروت,1975.0,221,الدراما,FSR_23618
391/02,الملابس العربية وتطورها في العهود الإسلامية,"رشدي, صبيحة رشيد",مؤسسة المعاهد الفنية,بغداد,1980.0,84,الفولكلور: الأزياء الشعبية,FSR_12479
18.01/02,دراسات في علم الجمال,"رشيد, عدنان",دار النهضة العربية,بيروت,1985.0,286,فلسفة الجمال,FSR_15944
92/75,فهد بن عبد العزيز الإنسان .. الملك,"رضا, عادل",مؤسسة أخبار اليوم,القاهرة,1994.0,408,بيوغرافيا,FSR_26579
297.721/04,الفاروق عمر بن الخطاب ثاني الخلفاء الراشدين,"رضا, محمد",دار الكتب العلمية,بيروت,1978.0,344,سير الخلفاء الراشدين,FSR_2514
297.634/01,الوحي المحمدي,"رضا, محمد رشيد",المكتب الإسلامي,القاهرة,1971.0,431,الوحي,FSR_619
940/07,الخيبة الأدبية للسياسة الغربية في الشرق,"رضابك, أحمد",دار بوسلامة للطباعة والنشر,تونس,1977.0,261,تاريخ أوربا,FSR_23404
809.15/02,مدخل إلى دراسة الجملة الفارسية : الجملة الأساسية,"رضوان, أحمد شوقي عبد الجواد",دار العلوم العربية,بيروت,1989.0,290,اللغة الفارسية,FSR_19899
801/28,العلامة اللغوي ابن فارس الرازي,"رضوان, محمد مصطفى",دار المعارف,القاهرة,1971.0,305,اللسانيات,FSR_5531
954.0/01,تقديم الهند,"رغها فان, ج. ن. س",المجلس الهندي للعلاقات الثقافية,دلهي الجديدة,1983.0,179,تاريخ الهند,FSR_19874
82-1/36,أنت الحبيبة وأنا العاشق,"رفاعية, ياسين",دار المسيرة,بيروت,1978.0,228,ديوان شعري,FSR_5452
82-94/37,رفاق سبقوا,"رفاعية, ياسين",رياض الريس للكتب والنشر,لندن,1989.0,292,السيرة,FSR_21021
91_927/01,جغرافية الوطن العربي : دراسة طبيعية اقتصادية سياسية مع دراسة شاملة للدول العربية,"رفله, فيليب مصطفى أحمد سامي",مكتبة النهضةالمصرية,القاهرة,1965.0,423,الجغرافية,FSR_10864
801.56/35 ج1,النحو وكتب التفسير,"رفيده, إبراهيم",المنشأة الشعبية,طرابلس,1980.0,773,النحو العربي,FSR_12861
801/62 ج2,النحو وكتب التفسير,"رفيده, إبراهيم",المنشأة الشعبية,طرابلس,1981.0,766,النحو العربي,FSR_12215
82-51_65/01,تطور النثر الجزائري الحديث,"ركيبي, عبد الله",الدار العربية للكتاب,ليبيا- تونس,1978.0,269,النثر الجزائري,FSR_7081
911.3:33/09,الوجيز في الجغرافية الإقتصادية,"رمزي, محمد",مطبوعات جامعة دمشق,دمشق,1989.0,159,الجغرافية الإقتصادية,FSR_24687
91/18,"جغرافية الدول النامية والمتقدمة, جغرافية الدول المتقدمة","رمزي, محمود",المطبعة التعاونية بدمشق,دمشق,1982.0,276,جغرافية,FSR_24688
911.3:33/11,جغرافية الصناعة والإنتاج الصناعي,"رمزي, محمود",مطبعة الاتحاد,دمشق,1988.0,224,الجغرافية الإقتصادية,FSR_24710
914/02,جغرافية أوروبا,"رمزي, محمود",مطبعة الاتحاد,دمشق,1990.0,318,جغرافية أوروبا,FSR_24692
915/01,محاضرات في جغرافية آسيا,"رمزي, محمود",دار الفكر,بيروت,1977.0,238,جغرافية آسيا,FSR_5299
915/02,جغرافية آسيا,"رمزي, محمود",مطبعة جامعة دمشق,دمشق,1990.0,310,جغرافية آسيا,FSR_24539
917/01,جغرافية امريكا الشمالية,"رمزي, محمود",مطبعة جامعة دمشق,دمشق,1990.0,285,جغرافية أمريكا,FSR_24439
962/22,صراع الطبقات في مصر (1837 - 1952),"رمضان, عبد العظيم",المؤسسة العربية للدراسات والنشر,بيروت,1978.0,237,تاريخ مصر,FSR_23626
962/22 مكرر,صراع الطبقات في مصر (1837 - 1952),"رمضان, عبد العظيم",المؤسسة العربية للدراسات والنشر,بيروت,1978.0,238,تاريخ مصر,FSR_14026
343.2/05,دروس في علم الإجرام,"رمضان, عمر السعيد",دار النهضة العربية,بيروت,1972.0,163,علم الإجرام,FSR_15166
31/20,الإحصاء الإقتصادي,"رمضان, محمد",جامعة دمشق,دمشق,1992.0,266,الإحصاء,FSR_25582
297.43/32,خطر التبرج والإختلاط,"رمضون, عبد الباقي",مؤسسة الرسالة,بيروت,1974.0,260,التشريع الإسلامي: الإختلاط - التبرج,FSR_4580
396/24,الثورة وتحرر المرأة,"روبتهام, شيلا",دار الطليعة للطباعة والنشر,بيروت,1979.0,239,المرأة,FSR_21312
396/24 مكرر,الثورة وتحرر المرأة,"روبيتهام, شيلا",دار الطليعة,بيروت,1979.0,239,المرأة,FSR_10291
964/43,تاريخ العلاقات الانجليزية المغربية حتى عام 1900,"روجرز, ب. ج.",دار الثقافة,البيضاء,1981.0,346,التاريخ المغربي - المغرب والانجليز عبر التاريخ,FSR_7855
964/30,تاريخ العلاقات الإنجليزية المغربية حتى عام 1900,روجرز. ب. ج.,دار الثقافة,البيضاء,1981.0,352,تاريخ,FSR_11546
297.91/11,الماركسية والعالم الإسلامي,"رودنسون, مكسيم",دار الحقيقة,بيروت,1982.0,435,الإسلام والعلوم الإجتماعية : الماركسية,FSR_15900
297.911/02,الإسلام والرأسمالية,"رودنسون, مكسيم",دار الطليعة,بيروت,1979.0,208,الإسلام والعلوم الإقتصادية,FSR_10603
